"metric","Country.Name","Country.Code","value"
"Life expectancy at birth, total (years)","Andorra","AND",NA
"Life expectancy at birth, total (years)","Angola","AGO",60.782
"Life expectancy at birth, total (years)","Antigua and Barbuda","ATG",76.885
"Life expectancy at birth, total (years)","Argentina","ARG",76.52
"Life expectancy at birth, total (years)","Armenia","ARM",74.945
"Life expectancy at birth, total (years)","Aruba","ABW",76.152
"Life expectancy at birth, total (years)","Australia","AUS",82.74878049
"Life expectancy at birth, total (years)","Austria","AUT",81.64390244
"Life expectancy at birth, total (years)","Azerbaijan","AZE",72.864
"Life expectancy at birth, total (years)","Bahamas, The","BHS",73.752
"Life expectancy at birth, total (years)","Bahrain","BHR",77.163
"Life expectancy at birth, total (years)","Bangladesh","BGD",72.32
"Life expectancy at birth, total (years)","Barbados","BRB",79.081
"Life expectancy at birth, total (years)","Belarus","BLR",74.17560976
"Life expectancy at birth, total (years)","Belgium","BEL",81.59512195
"Life expectancy at birth, total (years)","Belize","BLZ",74.496
"Life expectancy at birth, total (years)","Benin","BEN",61.47
"Life expectancy at birth, total (years)","Bermuda","BMU",81.65170732
"Life expectancy at birth, total (years)","Bhutan","BTN",71.46
"Life expectancy at birth, total (years)","Bolivia","BOL",71.239
"Life expectancy at birth, total (years)","Bosnia and Herzegovina","BIH",77.262
"Life expectancy at birth, total (years)","Botswana","BWA",69.275
"Life expectancy at birth, total (years)","Brazil","BRA",75.672
"Life expectancy at birth, total (years)","British Virgin Islands","VGB",NA
"Life expectancy at birth, total (years)","Brunei Darussalam","BRN",75.722
"Life expectancy at birth, total (years)","Bulgaria","BGR",74.86585366
"Life expectancy at birth, total (years)","Burkina Faso","BFA",61.174
"Life expectancy at birth, total (years)","Burundi","BDI",61.247
"Life expectancy at birth, total (years)","Cabo Verde","CPV",72.782
"Life expectancy at birth, total (years)","Cambodia","KHM",69.57
"Life expectancy at birth, total (years)","Cameroon","CMR",58.921
"Life expectancy at birth, total (years)","Canada","CAN",81.94878049
"Life expectancy at birth, total (years)","Cayman Islands","CYM",NA
"Life expectancy at birth, total (years)","Central African Republic","CAF",52.805
"Life expectancy at birth, total (years)","Chad","TCD",53.977
"Life expectancy at birth, total (years)","Channel Islands","CHI",82.928
"Life expectancy at birth, total (years)","Chile","CHL",80.042
"Life expectancy at birth, total (years)","China","CHN",76.704
"Life expectancy at birth, total (years)","Colombia","COL",77.109
"Life expectancy at birth, total (years)","Comoros","COM",64.118
"Life expectancy at birth, total (years)","Congo, Dem. Rep.","COD",60.368
"Life expectancy at birth, total (years)","Congo, Rep.","COG",64.29
"Life expectancy at birth, total (years)","Costa Rica","CRI",80.095
"Life expectancy at birth, total (years)","Cote d'Ivoire","CIV",57.422
"Life expectancy at birth, total (years)","Croatia","HRV",78.07073171
"Life expectancy at birth, total (years)","Cuba","CUB",78.726
"Life expectancy at birth, total (years)","Curacao","CUW",78.01707317
"Life expectancy at birth, total (years)","Cyprus","CYP",80.828
"Life expectancy at birth, total (years)","Czech Republic","CZE",78.97804878
"Life expectancy at birth, total (years)","Denmark","DNK",81.35121951
"Life expectancy at birth, total (years)","Djibouti","DJI",66.582
"Life expectancy at birth, total (years)","Dominica","DMA",NA
"Life expectancy at birth, total (years)","Dominican Republic","DOM",73.892
"Life expectancy at birth, total (years)","Ecuador","ECU",76.8
"Life expectancy at birth, total (years)","Egypt, Arab Rep.","EGY",71.825
"Life expectancy at birth, total (years)","El Salvador","SLV",73.096
"Life expectancy at birth, total (years)","Equatorial Guinea","GNQ",58.402
"Life expectancy at birth, total (years)","Eritrea","ERI",65.941
"Life expectancy at birth, total (years)","Estonia","EST",78.54390244
"Life expectancy at birth, total (years)","Ethiopia","ETH",66.24
"Life expectancy at birth, total (years)","Faroe Islands","FRO",82.54878049
"Life expectancy at birth, total (years)","Fiji","FJI",67.341
"Life expectancy at birth, total (years)","Finland","FIN",81.83414634
"Life expectancy at birth, total (years)","France","FRA",82.52682927
"Life expectancy at birth, total (years)","French Polynesia","PYF",77.462
"Life expectancy at birth, total (years)","Gabon","GAB",66.187
"Life expectancy at birth, total (years)","Gambia, The","GMB",61.735
"Life expectancy at birth, total (years)","Georgia","GEO",73.6
"Life expectancy at birth, total (years)","Germany","DEU",80.99268293
"Life expectancy at birth, total (years)","Ghana","GHA",63.78
"Life expectancy at birth, total (years)","Gibraltar","GIB",NA
"Life expectancy at birth, total (years)","Greece","GRC",81.28780488
"Life expectancy at birth, total (years)","Greenland","GRL",70.84878049
"Life expectancy at birth, total (years)","Grenada","GRD",72.384
"Life expectancy at birth, total (years)","Guam","GUM",79.859
"Life expectancy at birth, total (years)","Guatemala","GTM",74.063
"Life expectancy at birth, total (years)","Guinea","GIN",61.185
"Life expectancy at birth, total (years)","Guinea-Bissau","GNB",58.003
"Life expectancy at birth, total (years)","Guyana","GUY",69.774
"Life expectancy at birth, total (years)","Haiti","HTI",63.66
"Life expectancy at birth, total (years)","Honduras","HND",75.088
"Life expectancy at birth, total (years)","Hong Kong SAR, China","HKG",84.93414634
"Life expectancy at birth, total (years)","Hungary","HUN",75.81707317
"Life expectancy at birth, total (years)","Iceland","ISL",82.66097561
"Life expectancy at birth, total (years)","India","IND",69.416
"Life expectancy at birth, total (years)","Indonesia","IDN",71.509
"Life expectancy at birth, total (years)","Iran, Islamic Rep.","IRN",76.479
"Life expectancy at birth, total (years)","Iraq","IRQ",70.454
"Life expectancy at birth, total (years)","Ireland","IRL",82.60731707
"Life expectancy at birth, total (years)","Isle of Man","IMN",NA
"Life expectancy at birth, total (years)","Israel","ISR",82.80243902
"Life expectancy at birth, total (years)","Italy","ITA",82.94634146
"Life expectancy at birth, total (years)","Jamaica","JAM",74.368
"Life expectancy at birth, total (years)","Japan","JPN",84.21097561
"Life expectancy at birth, total (years)","Jordan","JOR",74.405
"Life expectancy at birth, total (years)","Kazakhstan","KAZ",73.15
"Life expectancy at birth, total (years)","Kenya","KEN",66.342
"Life expectancy at birth, total (years)","Kiribati","KIR",68.116
"Life expectancy at birth, total (years)","Korea, Dem. People’s Rep.","PRK",72.095
"Life expectancy at birth, total (years)","Korea, Rep.","KOR",82.62682927
"Life expectancy at birth, total (years)","Kosovo","XKX",72.19512195
"Life expectancy at birth, total (years)","Kuwait","KWT",75.398
"Life expectancy at birth, total (years)","Kyrgyz Republic","KGZ",71.4
"Life expectancy at birth, total (years)","Lao PDR","LAO",67.61
"Life expectancy at birth, total (years)","Latvia","LVA",74.67804878
"Life expectancy at birth, total (years)","Lebanon","LBN",78.875
"Life expectancy at birth, total (years)","Lesotho","LSO",53.705
"Life expectancy at birth, total (years)","Liberia","LBR",63.73
"Life expectancy at birth, total (years)","Libya","LBY",72.724
"Life expectancy at birth, total (years)","Liechtenstein","LIE",83.74634146
